Type,Instruction,Scenario,address
Medium,Retrieve the tissue box from the shelf and place it on the countertop next to the sink,bathroom,FloorPlan422_003
Complex,"Open the top cabinet, take out the candle, place it on the counter, and then light it using the nearby electrical outlet",bathroom,FloorPlan422_003
Simple,Open the cabinet above the sink and place the soap bottle inside,bathroom,FloorPlan422_004
Medium,"Turn on the faucet, fill the sink basin with water, then turn off the faucet",bathroom,FloorPlan422_004
Complex,"Take the towel from the rack, hang it over the bathtub edge, then close the shower curtain",bathroom,FloorPlan422_004
Simple,Open the drawer under the sink and place the soap bottle inside,bathroom,FloorPlan423_001
Medium,"Fill the sink with water, then use it to clean the countertop surface",bathroom,FloorPlan423_001
Complex,"Open the shower door, turn on the shower faucet, wait for 10 seconds, then turn it off and close the shower door",bathroom,FloorPlan423_001
Simple,Pick up the plunger and place it beside the toilet,bathroom,FloorPlan423_002
Medium,Retrieve the scrub brush from the floor and clean the base of the toilet,bathroom,FloorPlan423_002
Complex,"Open the drawer under the countertop, retrieve a cleaning cloth, and wipe down the toilet paper hanger before closing the drawer",bathroom,FloorPlan423_002
Simple,Place the toilet paper roll on the counter top,bathroom,FloorPlan423_003
Medium,Open the shower curtain and check if the bathtub is clean,bathroom,FloorPlan423_003
Complex,"Retrieve the towel from the wall rack, fold it neatly, and place it on the counter top",bathroom,FloorPlan423_003
Simple,Pick up the spray bottle from the countertop and place it on the sink basin,bathroom,FloorPlan423_004
Medium,"Turn on the faucet, fill the sink with water, then turn off the faucet and wipe the countertop with the hand towel",bathroom,FloorPlan423_004
Complex,"Light the candle on the countertop using the hand towel as a wick, then extinguish it after 30 seconds and clean the countertop with the spray bottle",bathroom,FloorPlan423_004
Simple,Place the soap bar on the sink counter,bathroom,FloorPlan424_001
Medium,Open the cabinet under the sink and place the garbage can inside,bathroom,FloorPlan424_001
Complex,"Turn on the faucet, rinse the sink basin, then turn off the faucet and wipe the counter with a towel",bathroom,FloorPlan424_001
Simple,Turn on the light switch to illuminate the room,bathroom,FloorPlan424_002
Medium,Open the shower door and place the garbage can inside the shower area,bathroom,FloorPlan424_002
Complex,"Move to the garbage can, pick it up, walk to the shower area, open the shower door, and place the garbage can inside before closing the door",bathroom,FloorPlan424_002
Simple,Hang the towel on the towel holder in the shower area,bathroom,FloorPlan424_003
Medium,Pick up the spray bottle from the sink and use it to clean the shower glass,bathroom,FloorPlan424_003
Complex,"Retrieve the toilet paper from the sink, place it on the toilet tank, then open the shower door and hang the towel neatly on the towel holder",bathroom,FloorPlan424_003
Simple,Place the soap bar from the sink into the soap dish on the counter,bathroom,FloorPlan424_004
Medium,"Turn on the faucet, rinse the cloth in the sink, and hang it on the hand towel holder",bathroom,FloorPlan424_004
Complex,"Pick up the candle, place it on the countertop near the mirror, light it using the nearby electrical outlet, and then turn on the bathroom lights above the mirror",bathroom,FloorPlan424_004
Simple,Hang the towel on the towel holder next to the shower,bathroom,FloorPlan425_001
Medium,Pick up the scrub brush from the floor and clean the shower door with it,bathroom,FloorPlan425_001
Complex,"Remove the cloth from the toilet tank, place it on the countertop, then wipe down the toilet seat with a fresh towel",bathroom,FloorPlan425_001
Simple,Pick up the cloth from the toilet tank and place it on the green surface.,bathroom,FloorPlan425_002
Medium,"Turn on the light switch to illuminate the room, then pick up the cloth and fold it neatly before placing it on the toilet tank.",bathroom,FloorPlan425_002
Complex,"Retrieve the cloth from the toilet tank, move to the green surface, fold the cloth precisely, and place it on top of the green surface while ensuring the room is well-lit by toggling the light switch.",bathroom,FloorPlan425_002
Simple,Place the soap bar into the soap dish on the countertop,bathroom,FloorPlan425_003
Medium,Retrieve the tissue box from the counter and place it neatly beside the sink,bathroom,FloorPlan425_003
Complex,"Open the cabinet under the sink, retrieve a cleaning cloth, and wipe down both sink basins before closing the cabinet",bathroom,FloorPlan425_003
Simple,Pick up the cloth from the toilet tank and place it on the countertop.,bathroom,FloorPlan425_004
Medium,"Turn on the sink faucet, wash the cloth in the sink, then wring it out and hang it on the shower door handle.",bathroom,FloorPlan425_004
Complex,"Open the shower door, place the cloth inside the shower, close the door, turn on the shower to rinse the cloth, then turn it off and open the door to retrieve the cloth.",bathroom,FloorPlan425_004
Simple,Place the tissue box on the countertop,bathroom,FloorPlan426_001
Medium,"Open the drawer and retrieve a towel, then hang it on the towel rack",bathroom,FloorPlan426_001
Complex,"Retrieve a tissue from the tissue box, wipe the sink surface, and then place the used tissue in the trash bin",bathroom,FloorPlan426_001
Simple,Replace the used toilet paper roll with a new one from the shelf,bathroom,FloorPlan426_002
Medium,Clean the sink using the towel and then hang it back on the rack,bathroom,FloorPlan426_002
Complex,"Open the toilet tank, remove the water valve, and replace it with a new one before closing the tank",bathroom,FloorPlan426_002
Simple,Hang the towel on the towel holder near the bathtub,bathroom,FloorPlan426_003
Medium,Pick up the soap bar from the edge of the bathtub and place it in the shower caddy,bathroom,FloorPlan426_003
Complex,"Open the shower curtain, turn on the shower faucet, wait for water to warm up, then rinse the soap bar under running water before turning off the faucet and closing the curtain",bathroom,FloorPlan426_003
Simple,Hang the hand towel on the hand towel holder,bathroom,FloorPlan427_001
Medium,Retrieve the hand towel from the holder and fold it neatly before placing it back,bathroom,FloorPlan427_001
Complex,"Move to the door, open it, retrieve a clean towel from the adjacent room, bring it back, and hang it on the hand towel holder",bathroom,FloorPlan427_001
Simple,Turn on the faucet and wash your hands at the sink,bathroom,FloorPlan427_002
Medium,"Pick up the hand towel from the holder, wipe the sink basin, and return the towel to the holder",bathroom,FloorPlan427_002
Complex,"Open the garbage can, remove any visible trash, close it, then clean the sink with the hand towel and place the towel back on the holder",bathroom,FloorPlan427_002
Simple,Hang the towel on the towel rack next to the bathtub,bathroom,FloorPlan427_003
Medium,Move the green sponge from the counter into the bathtub and fill the tub with water,bathroom,FloorPlan427_003
Complex,"Open the drawer under the counter, retrieve the soap bottle, place it on the edge of the bathtub, then close the drawer",bathroom,FloorPlan427_003
Simple,Place the soap bar from the countertop into the dish sponge holder in the sink,bathroom,FloorPlan427_004
Medium,"Open the drawer, retrieve the tissue box, and place it on the toilet tank for easy access",bathroom,FloorPlan427_004
Complex,"Pick up the spray bottle, clean the countertop with it, then put it back in its original position",bathroom,FloorPlan427_004
Simple,Hang the towel on the towel holder,bathroom,FloorPlan428_001
Medium,Open the shower door and turn on the shower head,bathroom,FloorPlan428_001
Complex,"Retrieve the towel from the floor, hang it on the towel holder, then open the shower door and activate the shower head for a set duration.",bathroom,FloorPlan428_001
Simple,Place the soap bottle on the counter next to the sink,bathroom,FloorPlan428_002
Medium,"Turn on the faucet, wash the hands, and then turn off the faucet",bathroom,FloorPlan428_002
Complex,"Pick up the soap bar, wet it under the running faucet, lather it, and then place it back on the soap dish",bathroom,FloorPlan428_002
Simple,Place the soap bar from the sink into the soap dish on the counter,bathroom,FloorPlan428_003
Medium,Pick up the spray bottle from the toilet tank and clean the mirror with it,bathroom,FloorPlan428_003
Complex,"Remove the candle from the toilet tank, place it on the countertop, light it using the faucet's spark function, and then place it back on the tank",bathroom,FloorPlan428_003
Simple,Pick up the green leaf from the cabinet and place it in the box on the adjacent cabinet,bathroom,FloorPlan429_001
Medium,"Move to the right cabinet, pick up the yellow bottle, open the cabinet door, place the bottle inside, and close the cabinet",bathroom,FloorPlan429_001
Complex,"Retrieve the box from the left cabinet, move it to the center of the room, open the box, take out any contents, and place them neatly on top of the right cabinet",bathroom,FloorPlan429_001
Simple,Place the soap bottle from the side table onto the sink counter,bathroom,FloorPlan429_002
Medium,Retrieve the towel from the rack and hang it neatly on the door handle,bathroom,FloorPlan429_002
Complex,"Turn on the sink faucet, fill a cup with water, then turn off the faucet and place the cup on the side table",bathroom,FloorPlan429_002
Simple,Hang the hand towel on the hand towel holder,bathroom,FloorPlan429_003
Medium,Fill the sink with water using the faucet and then turn it off,bathroom,FloorPlan429_003
Complex,"Retrieve the soap bottle from the side table, place it on the sink counter, and then use it to clean the mirror before returning it to its original spot",bathroom,FloorPlan429_003
Simple,Place the cleaning brush next to the toilet for easy access,bathroom,FloorPlan429_004
Medium,Fill the bathtub with water using the faucet and then turn off the tap,bathroom,FloorPlan429_004
Complex,"Retrieve the soap from the shelf, use it to clean the bathtub, and then rinse the tub with water",bathroom,FloorPlan429_004
Simple,Pick up the scrub brush and place it in the corner near the toilet,bathroom,FloorPlan429_005
Medium,Replace the used toilet paper roll on the hanger with a new one from the stack on the toilet tank,bathroom,FloorPlan429_005
Complex,"Take the soap bar from the toilet tank, wash it under the running water from the bathtub faucet, then place it back on the tank",bathroom,FloorPlan429_005
Simple,Pick up the towel from the rack and hang it neatly on the bathroom door handle,bathroom,FloorPlan430_001
Medium,"Open the toilet lid, flush the toilet, then close the lid and clean the seat with a disinfectant wipe",bathroom,FloorPlan430_001
Complex,"Retrieve a bathrobe from the closet, bring it to the shower area, place it on the floor near the shower entrance, and turn on the bathroom heater for 5 minutes",bathroom,FloorPlan430_001
Simple,Move the garbage can closer to the toilet for easier disposal access,bathroom,FloorPlan430_002
Medium,Open the shower door and clean the glass with a cloth from the nearby shelf,bathroom,FloorPlan430_002
Complex,"Retrieve a towel from the bathroom rack, fold it neatly, and place it on top of the toilet tank",bathroom,FloorPlan430_002
Simple,Pick up the spray bottle from the side table and place it on the sink basin,bathroom,FloorPlan430_003
Medium,"Fill the sink with water using the faucet, then clean the side table with the spray bottle",bathroom,FloorPlan430_003
Complex,"Open the bathtub drain, fill the tub with water using the faucet, then close the drain and turn off the faucet",bathroom,FloorPlan430_003
Simple,Place the towel from the rack onto the edge of the bathtub,bathroom,FloorPlan430_004
Medium,"Open the bathroom cabinet, retrieve the soap bottle, and place it on the sink counter",bathroom,FloorPlan430_004
Complex,"Fill the bathtub with water using the faucet, then place the shower curtain around it and close the shower area",bathroom,FloorPlan430_004
Simple,Hang the towel on the towel holder near the shower,bathroom,FloorPlan430_005
Medium,Open the drawer under the counter and place the cloth inside,bathroom,FloorPlan430_005
Complex,"Retrieve the footstool from under the counter, move it beside the bathtub, and place a clean towel on top of it",bathroom,FloorPlan430_005
