Type,Instruction,Scenario,address
Simple,Pick up the pencil and place it in the drawer of the desk,bedroom,FloorPlan322_001
Medium,"Retrieve the book from the desk, open it, and then close it before placing it back on the desk",bedroom,FloorPlan322_001
Complex,"Turn on the laptop, pick up the cell phone, and place it beside the laptop on the desk",bedroom,FloorPlan322_001
Simple,Pick up the cloth from the floor and place it into the garbage can,bedroom,FloorPlan322_002
Medium,Move the garbage can slightly to the side and ensure the cloth is fully inside,bedroom,FloorPlan322_002
Complex,"Retrieve the cloth from the floor, fold it neatly, and dispose of it in the garbage can while ensuring no debris remains on the floor",bedroom,FloorPlan322_002
Simple,Adjust the bedsheet to make the bed neat and tidy,bedroom,FloorPlan322_003
Medium,Move the pillow from the left side of the bed to the right side and arrange it properly,bedroom,FloorPlan322_003
Complex,"Turn on the lamp on the left nightstand, then pick up the book from the same nightstand and place it on the right nightstand",bedroom,FloorPlan322_003
Simple,Place the mug on the side table next to the bed,bedroom,FloorPlan322_004
Medium,Turn on the desk lamp and then place the pillow neatly at the head of the bed,bedroom,FloorPlan322_004
Complex,"Open the drawer, retrieve any object inside, and place it on the side table before closing the drawer",bedroom,FloorPlan322_004
Simple,Pick up the cell phone and place it next to the laptop on the desk,bedroom,FloorPlan322_005
Medium,"Retrieve the book from the desk, open it, and flip through the pages before placing it back down",bedroom,FloorPlan322_005
Complex,"Take the CD from the desk, insert it into the laptop’s disc drive, then close the laptop lid",bedroom,FloorPlan322_005
Simple,Move to the dresser and open the top drawer to retrieve the remote control,bedroom,FloorPlan323_001
Medium,"Pick up the laptop from the desk, carry it to the couch, and place it on the center cushion",bedroom,FloorPlan323_001
Complex,"Turn on the lamp on the desk, then move to the window and adjust the blinds to let in more light",bedroom,FloorPlan323_001
Simple,Pick up the teddy bear from the bed and place it on the left nightstand,bedroom,FloorPlan323_002
Medium,Move the laptop to the center of the bed and open it,bedroom,FloorPlan323_002
Complex,"Retrieve the hat from the right nightstand, place it on the teddy bear's head, then move both items to the foot of the bed",bedroom,FloorPlan323_002
Simple,Pick up the book from the desk and place it on the bookshelf.,bedroom,FloorPlan323_003
Medium,"Turn on the desk lamp, then pick up the credit card and place it in the drawer.",bedroom,FloorPlan323_003
Complex,"Open the drawer, retrieve the keychain, place it on the desk, then turn off the desk lamp and close the drawer.",bedroom,FloorPlan323_003
Simple,Pick up the book from the desk and place it on the chair.,bedroom,FloorPlan323_004
Medium,"Open the top drawer of the desk, retrieve the keychain, and place it on the desk lamp base.",bedroom,FloorPlan323_004
Complex,"Turn on the desk lamp, pick up the credit card, then open the bottom drawer to store it before turning off the lamp.",bedroom,FloorPlan323_004
Simple,Make the bed by straightening the blue blanket and adjusting the bedsheet.,bedroom,FloorPlan324_001
Medium,Pick up the vacuum cleaner from the floor and place it in the corner near the window.,bedroom,FloorPlan324_001
Complex,"Retrieve the green objects from the bed, clean them with a cloth if available, and place them neatly on the bedside table.",bedroom,FloorPlan324_001
Simple,Pick up the credit card from the desk and place it in the drawer,bedroom,FloorPlan324_002
Medium,"Turn on the desk lamp, then move the laptop slightly to the left to make space for the mug",bedroom,FloorPlan324_002
Complex,"Open the drawer, retrieve the keychain, use it to unlock the dresser, then place the pencil inside the dresser and close it",bedroom,FloorPlan324_002
Simple,Pick up the yellow trash can and place it near the door for disposal,bedroom,FloorPlan324_003
Medium,"Open the closet door, retrieve the folded blanket, and place it neatly on the bed visible through the mirror",bedroom,FloorPlan324_003
Complex,"Retrieve the vacuum cleaner from the closet, clean the floor in front of the mirror, and return the vacuum to its original spot",bedroom,FloorPlan324_003
Simple,Pick up the baseball bat and place it against the wall near the vacuum cleaner,bedroom,FloorPlan324_004
Medium,Move the tennis racket from the floor to the top of the bed and adjust the pillows neatly,bedroom,FloorPlan324_004
Complex,"Use the vacuum cleaner to clean the area near the bed, then pick up the tennis racket and store it under the bed",bedroom,FloorPlan324_004
Simple,Pick up the CD from the shelf and place it on top of the alarm clock,bedroom,FloorPlan324_005
Medium,Move the vacuum cleaner to the corner of the room and place it upright against the wall,bedroom,FloorPlan324_005
Complex,"Retrieve the baseball bat from the floor, use it to gently push the vacuum cleaner toward the wall, then pick up the cell phone from the shelf and place it beside the alarm clock",bedroom,FloorPlan324_005
Simple,Make the bed by pulling the blanket over the mattress and straightening the sheets,bedroom,FloorPlan325_001
Medium,Retrieve the pillow from the floor and place it neatly on the bed,bedroom,FloorPlan325_001
Complex,"Turn on the bedside lamp, adjust the pillow position, and open the wardrobe to check for clothes",bedroom,FloorPlan325_001
Simple,Pick up the pencil from the dresser and place it in the drawer,bedroom,FloorPlan325_002
Medium,"Open the drawer, place the credit card inside, then close the drawer",bedroom,FloorPlan325_002
Complex,"Pick up the book from the dresser, open the drawer, place the book inside, close the drawer, and then look at the mirror to confirm the action",bedroom,FloorPlan325_002
Simple,Pick up the yellow vase from the shelf and place it on the floor next to the cabinet.,bedroom,FloorPlan325_003
Medium,"Open the top drawer of the shelving unit, retrieve the silver vase, and place it on the lower shelf.",bedroom,FloorPlan325_003
Complex,"Move the yellow vase from the middle shelf to the top shelf, then open the bottom drawer and place the silver vase inside before closing the drawer.",bedroom,FloorPlan325_003
Simple,Pick up the cell phone from the dresser and place it on the laptop,bedroom,FloorPlan325_004
Medium,"Open the drawer under the dresser, retrieve the CD, and place it in the laptop drive",bedroom,FloorPlan325_004
Complex,"Close the laptop, pick up the CD, open the cabinet door, place the CD inside, then close the cabinet and turn on the laptop",bedroom,FloorPlan325_004
Simple,Place the mug on the desk near the laptop and turn on the desk lamp,bedroom,FloorPlan326_001
Medium,"Pick up the pen and pencil, then place them neatly in the holder on the desk",bedroom,FloorPlan326_001
Complex,"Retrieve the credit card from the desk, open the shelf, and place the card inside before closing the shelf door",bedroom,FloorPlan326_001
Simple,Move the garbage can closer to the desk for easier disposal of trash,bedroom,FloorPlan326_002
Medium,Open the blinds on the window to let in natural light and improve visibility,bedroom,FloorPlan326_002
Complex,"Pick up the laptop from the desk, place it on the shelf, and then close the blinds to reduce glare",bedroom,FloorPlan326_002
Simple,Pick up the pen from the desk and place it in the pencil holder on the shelf,bedroom,FloorPlan326_003
Medium,Move the laptop to the center of the desk and close its lid,bedroom,FloorPlan326_003
Complex,"Retrieve the credit card from the desk, place it into the wallet on the chair, then move the wallet to the shelf for safekeeping",bedroom,FloorPlan326_003
Simple,Move the pillow from the floor to the bed and arrange it neatly,bedroom,FloorPlan326_004
Medium,Retrieve the teddy bear from the bed and place it on the cushion near the window,bedroom,FloorPlan326_004
Complex,"Pick up the tennis racket from the floor, open the closet, and store it inside before closing the closet door",bedroom,FloorPlan326_004
Simple,Arrange the books on the shelf by placing them neatly in the upper compartments,bedroom,FloorPlan326_005
Medium,Move the chair closer to the desk and adjust its position for better ergonomics,bedroom,FloorPlan326_005
Complex,"Retrieve the poster from the wall, fold it carefully, and place it inside the top shelf compartment",bedroom,FloorPlan326_005
Simple,Move the teddy bear from the blue bed to the orange bed,bedroom,FloorPlan326_006
Medium,Place the pillow from the blue bed onto the orange bed and adjust the bedding,bedroom,FloorPlan326_006
Complex,"Retrieve the alarm clock from the nightstand, set it, and place it back on the nightstand between the two beds",bedroom,FloorPlan326_006
Simple,Pick up the pen and place it in the drawer of the desk,bedroom,FloorPlan327_001
Medium,"Open the laptop, pick up the cell phone from the desk, and place it on the side table",bedroom,FloorPlan327_001
Complex,"Retrieve the book from the desk, open the shelf, place the book inside, then close the shelf and organize the CD and pencil on the desk",bedroom,FloorPlan327_001
Simple,Pick up the credit card from the nightstand and place it on the shelf above the bed,bedroom,FloorPlan327_002
Medium,"Open the drawer of the nightstand, retrieve the keychain, and place it on the bed next to the pillow",bedroom,FloorPlan327_002
Complex,"Move the alarm clock from the nightstand to the side table, then open the drawer, take out any small object inside, and place it on the shelf",bedroom,FloorPlan327_002
Simple,Place the basketball on top of the wooden shelf,bedroom,FloorPlan327_003
Medium,Pick up the boots and place them neatly beside the drawer,bedroom,FloorPlan327_003
Complex,"Retrieve the book from the desk, open it, and place it on the shelf next to the CD",bedroom,FloorPlan327_003
Simple,Move the trash can to the corner near the door,bedroom,FloorPlan327_004
Medium,Retrieve the baseball bat from the floor and place it against the wall beside the mirror,bedroom,FloorPlan327_004
Complex,"Pick up the bed's pillow, carry it to the center of the room, and place it neatly on the floor in front of the door",bedroom,FloorPlan327_004
Simple,Pick up the pen from the desk and place it in the drawer.,bedroom,FloorPlan328_001
Medium,"Open the tissue box, take out a tissue, and place it on the side table next to the bed.",bedroom,FloorPlan328_001
Complex,"Turn on the lamp, pick up the book from the desk, open it, and then place it on the shelf beside the laptop.",bedroom,FloorPlan328_001
Simple,Pick up the teddy bear from the bed and place it on the floor near the plant,bedroom,FloorPlan328_002
Medium,Move the potted plant to the left side of the bed and adjust its position so it faces the window,bedroom,FloorPlan328_002
Complex,"Retrieve the net from the floor, use it to gently scoop up the teddy bear, and place the bear on the bed's headboard",bedroom,FloorPlan328_002
Simple,Turn on the desk lamp and place the credit card into the mug on the desk,bedroom,FloorPlan328_003
Medium,"Pick up the pencil from the desk, place it in the shelf, then move the laptop slightly to the left side of the desk",bedroom,FloorPlan328_003
Complex,"Retrieve the book from the desk, open the shelf, place the book inside, close the shelf, and then turn off the desk lamp",bedroom,FloorPlan328_003
Simple,Pick up the CD from the side table and place it in the drawer.,bedroom,FloorPlan328_004
Medium,Move the pillow from the bed to the chair and arrange it neatly.,bedroom,FloorPlan328_004
Complex,"Open the drawer, retrieve the remote control, place it on the desk, then turn on the lamp and adjust its brightness.",bedroom,FloorPlan328_004
Simple,Pick up the plate from the bed and place it on the nightstand.,bedroom,FloorPlan329_001
Medium,Turn on the lamp on the left nightstand and then adjust the blinds to let in more sunlight.,bedroom,FloorPlan329_001
Complex,"Retrieve the alarm clock from the right nightstand, set it to a new time, and return it to the same spot.",bedroom,FloorPlan329_001
Simple,Move the box from the floor to the top of the garbage can,bedroom,FloorPlan329_002
Medium,"Pick up the box and place it inside the garbage can, then clean the floor around it",bedroom,FloorPlan329_002
Complex,"Open the box if possible, retrieve any contents inside, and dispose of the empty box in the garbage can",bedroom,FloorPlan329_002
Simple,Pick up the pillow from the bed and place it neatly at the head of the bed.,bedroom,FloorPlan329_003
Medium,"Retrieve the mug from the side table, fill it with water from the nearby sink, and place it back on the table.",bedroom,FloorPlan329_003
Complex,"Turn on the desk lamp, adjust the pillow position for comfort, then pick up the mug and place it on the nightstand beside the bed.",bedroom,FloorPlan329_003
Simple,Pick up the pencil from the desk and place it in the pen holder on the desk.,bedroom,FloorPlan329_004
Medium,"Gather the keychain, credit card, and pen from the desk and place them neatly in a small tray beside the laptop.",bedroom,FloorPlan329_004
Complex,"Open the book titled 'THE PLOT' on the desk, flip to the first page, then close it and place it upright on the left side of the desk next to the laptop.",bedroom,FloorPlan329_004
Simple,Pick up the pen and place it in the drawer of the dresser,bedroom,FloorPlan330_001
Medium,Move the laptop to the left side of the dresser and open it,bedroom,FloorPlan330_001
Complex,"Pick up the statue, place it on the top shelf of the dresser, then close the drawer beneath the plant",bedroom,FloorPlan330_001
Simple,Place the red book from the shelf onto the dresser.,bedroom,FloorPlan330_002
Medium,Pick up the bowl from the shelf and place it on top of the dresser next to the vase.,bedroom,FloorPlan330_002
Complex,"Retrieve the vase from the top shelf, carry it to the dresser, and carefully place it beside the boots.",bedroom,FloorPlan330_002
Simple,Make the bed by pulling the blanket over the mattress and smoothing it out,bedroom,FloorPlan330_003
Medium,Pick up the pillow from the floor and place it neatly on the bed,bedroom,FloorPlan330_003
Complex,"Retrieve the remote control from the nightstand, turn on the lamp beside the bed, and adjust the blanket to cover the entire bed evenly",bedroom,FloorPlan330_003
Simple,Make the bed by pulling up the blanket and arranging the pillows neatly,bedroom,FloorPlan330_004
Medium,Move the nightstand lamp to the center of the bedside table and turn it on,bedroom,FloorPlan330_004
Complex,"Retrieve a pillow from the floor, place it on the bed, then adjust the blanket and fluff the pillows for a tidy appearance",bedroom,FloorPlan330_004
